uniprot	cytosol	extracellular	membrane	mitochondrion	nucleus	secretory-pathway
KS6A1	5.0	2.329	3.189	2.323	5.0	1.88
OR5M1	0.0	0.0	5.0	0.623	0.0	0.0
DDIAS	4.117	0.772	2.419	1.322	3.658	0.0
LEG8	5.0	4.383	2.063	1.53	2.616	3.832
KIRR3	4.353	4.362	4.647	1.057	1.216	4.234
DPOLN	5.0	0.967	0.849	0.898	5.0	1.6
ZIC4	4.796	1.143	2.324	0.624	4.79	0.766
ZC21C	3.112	0.188	0.0	1.697	3.172	0.0
MROH1	2.917	0.0	3.211	0.0	0.0	0.0
CBPC2	5.0	1.925	5.0	1.264	2.524	0.782
ES8L2	4.7	4.186	5.0	0.523	1.823	4.142
EID3	5.0	0.0	1.031	0.0	5.0	0.0
CA094	1.575	0.0	0.0	0.844	0.995	0.703
CNTN5	4.511	4.304	4.404	3.34	1.585	1.317
GRIK4	2.071	1.758	5.0	1.291	1.708	1.88
ASCL3	5.0	1.084	1.279	0.883	5.0	0.91
RS13	5.0	4.347	4.262	1.767	5.0	4.328
EHF	4.729	1.732	1.336	1.112	4.614	4.312
CELF1	5.0	1.855	1.79	1.695	5.0	1.511
KCNV1	1.036	0.865	4.706	0.687	0.905	0.738
OR5MA	0.0	0.0	5.0	0.0	0.0	0.526
TPPC4	4.695	1.011	4.278	1.654	1.554	4.398
PCDA9	1.36	0.804	4.158	0.917	0.917	0.562
SIA4C	5.0	5.0	2.202	0.891	1.54	5.0
EIF3M	5.0	1.044	0.812	0.907	2.569	1.007
SAA2	4.313	4.733	1.167	1.146	1.31	4.183
P5I11	3.397	0.932	2.939	1.362	1.061	1.714
ZN707	4.404	0.0	0.0	0.0	4.404	0.0
KBTB3	2.629	0.0	0.0	0.535	1.406	0.0
CCS	5.0	2.206	1.859	1.844	5.0	1.641
OMP	5.0	1.739	4.006	0.649	3.681	1.219
OR4DA	0.541	0.0	5.0	0.0	0.0	0.659
PCDA7	1.57	1.715	4.633	0.453	1.043	0.609
T2R46	3.405	1.077	4.667	0.0	0.0	0.0
O52I1	0.0	0.0	5.0	0.0	0.0	0.0
NUCB2	5.0	5.0	4.238	0.848	3.634	5.0
TUTLB	4.235	0.83	4.195	0.188	2.868	0.61
PCDA5	1.15	0.844	3.938	0.562	0.626	0.0
ECHD1	4.575	1.319	1.358	2.01	1.293	1.0
TM218	3.649	0.75	3.478	0.0	0.0	1.031
GALT4	4.276	4.237	1.185	0.0	0.871	4.346
ADML	4.497	5.0	2.636	1.825	3.011	1.875
CH082	3.022	0.0	0.0	2.56	1.747	0.0
NXF1	5.0	1.578	4.164	1.323	5.0	1.659
ARMS2	4.388	2.032	4.367	4.403	1.75	1.058
CAR18	1.577	0.97	0.875	0.847	0.982	0.553
HCAR3	1.43	1.315	5.0	0.95	1.182	0.748
K0100	2.865	3.624	1.621	0.853	2.206	1.211
S35F2	2.822	0.503	3.354	2.567	1.445	1.096
KMT2A	5.0	1.546	2.188	1.618	5.0	1.33
MUC5B	4.485	5.0	4.583	1.501	2.06	4.389
CCG5	4.204	1.922	4.626	0.707	0.838	0.723
LBHD1	4.088	0.75	0.0	0.0	4.088	0.601
DBX1	4.401	1.516	1.976	1.707	4.355	1.248
SMIM3	1.166	0.0	0.0	0.58	0.726	0.0
REQU	5.0	0.717	0.829	0.0	5.0	1.393
NFRKB	5.0	0.64	0.709	0.0	5.0	0.0
DAAF3	3.886	0.0	1.952	2.371	1.922	0.566
NB5R2	4.677	0.715	0.747	1.824	4.59	4.0
MY18A	5.0	1.13	3.432	0.999	3.968	5.0
CH3L2	1.647	4.659	1.36	1.07	1.146	1.106
E9PNW5	1.688	0.0	0.0	0.0	1.688	0.0
TIAM2	4.779	4.254	3.737	0.559	3.749	4.211
DICER	5.0	4.555	3.575	2.391	4.665	4.552
TB182	5.0	0.0	4.511	0.0	5.0	1.568
ZAR1L	3.42	0.681	0.0	0.0	2.02	0.0
ENOG	4.854	4.504	4.464	2.517	3.306	4.492
GRAPL	2.882	0.656	0.0	0.0	1.453	0.0
FXL17	5.0	0.188	1.697	0.694	5.0	0.0
CC166	0.647	0.0	0.0	0.0	0.0	0.0
FZD3	4.4	2.0	4.763	1.142	3.053	3.041
CC189	3.252	1.312	0.602	0.0	0.0	0.536
LATS1	5.0	2.064	3.635	1.652	4.559	1.455
IQEC3	4.625	0.0	4.334	0.625	4.244	0.803
F5H6K3	1.175	1.099	1.213	0.0	0.698	0.626
ZN891	4.403	0.0	0.0	0.0	4.441	1.568
ZN611	4.304	0.0	0.0	0.0	4.169	0.607
F5H6H0	5.0	2.5	2.052	2.23	5.0	1.964
OR6J1	0.0	0.523	5.0	0.0	0.0	0.0
A0A499FJ85	2.408	1.172	0.712	0.188	1.453	0.188
5HT2A	4.026	2.454	5.0	1.927	2.414	3.765
SFSWA	4.484	0.63	2.357	0.0	4.483	0.0
BCORL	4.828	0.779	4.466	0.847	4.832	0.0
LDHC	5.0	4.324	2.75	2.437	4.326	4.283
CAD22	2.154	1.701	4.345	0.74	1.081	1.025
G5EA44	4.447	0.898	3.0	0.0	4.375	0.0
ZN641	4.771	0.0	0.77	0.0	4.776	0.0
TRPM1	4.244	1.755	4.725	1.446	2.915	3.533
GASP2	5.0	1.065	1.361	0.899	5.0	0.695
HMN5	3.018	3.483	1.297	2.634	1.509	1.096
CD19	4.711	4.763	5.0	2.771	3.148	4.531
HIF1A	5.0	3.333	3.429	3.428	5.0	2.744
F5H619	3.444	0.0	2.812	0.0	0.0	3.0
NKG2A	3.003	2.813	5.0	1.534	2.407	1.997
CCD91	5.0	0.702	0.791	1.03	4.636	5.0
SAMD8	5.0	0.846	4.324	1.279	0.84	5.0
GGA3	5.0	1.479	1.853	1.033	2.577	5.0
CSN7A	5.0	0.943	2.295	1.792	5.0	0.788
A0A5K1VW95	5.0	4.332	1.986	3.08	1.973	4.264
TOM5	5.0	1.594	5.0	5.0	1.739	1.143
MANS1	2.592	0.984	2.963	0.0	0.564	1.92
SP6	4.545	1.748	1.497	1.916	4.52	1.326
KLRF2	1.145	0.754	5.0	0.0	0.804	0.576
CALU	4.811	4.159	1.474	1.505	1.407	4.774
ZO2	4.757	2.188	5.0	1.486	4.606	1.813
LRIT2	0.469	2.156	2.792	0.628	0.0	0.469
BBS12	4.037	0.73	3.876	1.701	1.806	1.099
A0A3F2YP58	5.0	1.435	1.864	1.603	2.381	1.304
MAGA8	2.992	0.573	0.554	0.559	1.138	0.0
A0A1C7CYY3	5.0	2.416	2.348	3.732	1.297	5.0
TR112	5.0	0.632	1.039	2.884	5.0	0.0
KIF1A	4.772	1.319	3.961	2.206	2.754	4.492
IST1	5.0	4.228	5.0	1.364	3.613	5.0
CLD24	0.628	1.268	3.75	0.0	0.0	0.0
G3XAN8	4.616	4.582	1.18	4.343	1.411	0.608
PGAM5	4.457	1.222	4.476	4.504	1.705	1.483
HHAT	4.498	1.913	3.31	1.925	1.761	4.266
IMA1	4.837	1.506	4.386	2.043	4.751	3.538
RB40C	4.377	0.989	3.363	0.926	1.26	3.542
F5H423	1.834	1.058	1.688	0.886	1.166	2.02
KLH35	3.126	0.576	0.0	1.922	2.224	0.0
H2AJ	4.267	4.185	0.707	0.715	3.567	4.109
ACADV	5.0	1.564	1.504	5.0	4.601	1.398
SMG8	4.384	1.008	0.853	0.375	3.21	1.225
PR20C	2.464	0.0	0.909	0.0	2.109	0.0
O13C2	0.0	0.0	5.0	0.0	0.0	0.0
PACC1	1.075	0.658	5.0	0.0	0.208	0.188
NOVA1	5.0	1.278	3.109	1.115	5.0	2.231
CK5P3	5.0	1.342	1.028	2.209	5.0	1.511
CACB4	4.366	1.235	5.0	1.278	2.843	1.272
ZCHC8	5.0	1.599	0.698	0.0	5.0	1.847
ACBP	5.0	4.339	1.804	2.155	2.709	5.0
ZN426	4.489	0.0	0.0	0.538	4.478	0.0
HAUS5	5.0	0.0	0.65	0.0	1.991	0.0
E7EVH7	2.285	1.348	1.921	1.649	1.594	1.985
CRADD	4.795	1.258	1.678	2.346	4.617	2.273
NFE2	5.0	1.743	1.745	2.087	5.0	1.659
BAFL	5.0	1.781	0.918	0.551	5.0	0.0
TBCE	4.502	0.977	2.936	1.211	2.035	2.092
A0A140TA25	4.281	0.828	3.36	0.0	0.867	3.0
POTEE	4.549	4.138	0.997	0.422	2.603	4.101
HMN1	3.262	3.227	0.0	0.843	0.627	0.0
F5H2X7	5.0	0.515	4.104	0.0	5.0	0.68
FKBP9	4.748	1.714	1.529	2.645	0.945	4.57
H9ME53	4.685	1.422	4.707	1.507	1.788	4.617
RIMS4	3.406	2.224	4.306	0.656	2.27	1.11
SSUH2	5.0	0.0	0.927	1.933	5.0	1.0
ZN667	4.379	0.875	0.566	1.294	4.374	0.0
APC15	5.0	0.75	0.746	0.0	5.0	1.423
A0A0A0MTH2	4.514	0.0	0.0	0.0	4.404	1.605
ZN415	4.714	0.0	0.963	0.0	4.714	0.0
PAL4D	3.0	0.0	0.0	0.0	0.0	0.0
TARM1	4.294	1.125	5.0	0.0	0.795	4.0
PDCD2	4.538	4.284	2.179	1.363	4.033	4.117
F5H269	4.306	0.786	1.533	0.736	3.319	1.647
A0A6E1YDD0	4.2	0.0	0.0	0.0	4.2	0.0
HMHA1	4.624	4.0	3.383	0.0	2.484	4.303
PKHG5	4.463	1.296	4.364	0.0	1.251	4.336
HMN8	3.0	3.225	0.0	0.0	0.0	0.0
Q05GC8	5.0	0.671	0.658	0.789	5.0	0.0
TM50B	4.2	0.0	4.627	0.0	0.682	4.198
MPDZ	5.0	1.578	5.0	1.021	2.646	1.38
CHERP	5.0	0.0	0.96	0.517	4.761	4.269
F6TDL0	0.579	0.0	0.0	0.647	0.0	0.0
HOME3	4.744	1.134	4.135	2.083	2.015	1.513
HMN7	3.416	3.0	0.602	0.521	0.848	0.0
ARF1	4.871	4.441	5.0	2.513	1.978	4.651
TEANC	4.394	0.0	0.0	2.391	4.33	1.429
AT2A2	5.0	1.949	4.796	2.246	2.005	5.0
CPNE6	4.5	4.201	4.285	0.923	2.159	4.249
F5GY05	4.094	0.937	2.152	0.141	3.923	0.715
FAM9A	4.074	0.0	0.0	0.0	4.015	0.0
RAB19	4.43	4.101	3.458	0.518	1.735	4.305
PDYN	4.114	5.0	5.0	1.81	2.776	2.209
TBC30	5.0	0.708	5.0	0.0	2.062	1.154
A0A0A6YYJ8	4.301	0.538	0.616	0.511	4.308	0.0
MAON	5.0	1.069	1.487	5.0	2.063	0.798
SH2B2	5.0	0.731	5.0	0.0	2.412	0.599
ABCB9	5.0	1.094	3.472	1.251	1.012	5.0
ADIG	3.548	3.336	1.116	0.896	3.415	0.566
ZN124	4.526	0.0	1.441	0.0	4.518	0.511
MCF2L	5.0	4.22	5.0	1.203	2.471	1.109
ANR49	4.699	0.543	1.31	1.598	4.681	2.451
DDX11	5.0	4.155	5.0	1.202	5.0	4.104
CLC4C	4.477	3.25	4.703	1.006	1.925	4.446
MCAF1	5.0	1.093	1.139	1.1	5.0	0.698
ZN573	4.492	0.0	0.0	0.0	4.251	0.0
PSMD9	5.0	1.042	2.358	1.096	4.459	1.233
GD1L1	2.768	0.677	0.671	1.622	0.469	0.0
K1958	1.697	0.0	1.562	0.0	0.908	0.0
TIFAB	1.145	0.763	0.819	0.0	1.079	0.0
GRM4	5.0	1.96	5.0	1.547	1.658	5.0
F5GYH9	3.244	2.344	1.041	0.0	3.0	3.373
TM216	5.0	3.06	5.0	1.5	1.082	1.172
TLR5	3.715	2.916	4.766	2.199	3.426	2.817
PHC1	5.0	1.022	1.106	0.831	5.0	0.693
CP2E1	4.777	2.555	2.51	4.614	2.641	4.353
NPIB5	4.387	0.844	1.608	0.0	4.387	0.469
SYTL1	4.668	4.201	5.0	0.0	2.668	4.309
MTL26	2.094	1.5	0.75	0.366	2.052	0.0
FLOWR	2.004	0.0	3.0	0.0	1.938	0.567
ZN185	4.633	1.566	3.992	1.158	3.265	1.16
F5GXF0	4.885	2.306	4.459	3.988	4.887	1.874
PLD5	4.068	0.82	1.09	3.408	1.816	2.045
MRPP3	5.0	0.54	0.849	5.0	4.332	0.0
PACN3	4.794	4.207	4.583	0.537	3.184	4.266
F5GXT2	3.0	0.0	3.0	0.0	0.675	0.0
AP3B2	4.594	0.864	2.672	0.703	2.629	4.303
SYVM	4.452	0.944	1.005	4.279	1.993	0.811
OBP2A	1.058	4.388	0.994	0.0	0.821	0.0
ASTRA	5.0	0.542	5.0	1.444	1.406	5.0
GP161	4.453	1.512	4.743	1.292	2.018	4.29
MOT1	5.0	4.432	5.0	2.395	1.994	4.344
NDUC1	5.0	0.0	0.0	5.0	1.164	0.612
NOL8	5.0	0.567	0.991	0.664	5.0	0.708
CLH2	5.0	4.189	5.0	1.207	1.79	5.0
RHBG	5.0	1.067	5.0	1.268	0.77	5.0
UBP36	5.0	1.034	1.006	1.1	5.0	1.068
A0A0A0MTJ0	2.313	2.338	5.0	1.47	2.162	1.641
A0A0A6YYJ9	2.316	1.81	5.0	1.546	1.907	1.854
CLD2	3.298	2.188	4.74	1.508	3.121	1.762
OR4D2	0.536	0.0	5.0	0.0	0.0	0.0
MALD1	3.523	0.864	3.349	0.631	3.438	0.0
H0YG18	1.458	0.328	3.0	0.188	0.984	0.0
ZN664	4.648	1.166	0.789	0.0	4.6	0.0
ZN135	4.449	1.363	1.469	1.328	4.408	1.052
F5GYY5	5.0	4.386	3.547	1.943	1.828	5.0
NNMT	5.0	2.008	1.26	1.913	2.536	1.152
F5GYW9	3.457	3.513	0.582	0.768	0.875	0.682
UBC	4.783	4.418	4.417	4.379	4.663	4.377
CCR3	3.914	2.62	4.798	1.629	2.213	1.936
T2R20	0.636	0.64	4.104	0.6	0.0	0.0
PRR14	4.706	0.328	1.74	0.656	4.71	0.0
PDZD9	1.688	0.0	0.0	0.0	1.359	0.583
ITAM	4.743	5.0	5.0	2.842	3.183	4.593
F5GWQ8	3.677	3.366	0.559	0.52	3.0	0.717
DYRK4	4.721	0.0	0.765	0.188	3.89	2.512
PTHR	5.0	5.0	2.346	2.558	5.0	4.448
STEEP	5.0	0.0	0.716	1.714	5.0	0.0
PCDH7	4.409	1.795	5.0	0.748	1.455	4.253
SALL3	3.641	1.026	0.934	0.936	3.583	0.612
HPTR	4.396	4.372	1.816	1.233	1.576	4.297
FND3A	5.0	1.252	3.123	1.233	1.294	5.0
GPR19	5.0	0.0	5.0	0.0	0.0	0.0
ZN567	4.515	0.0	1.393	1.65	4.492	0.666
DMXL2	5.0	4.182	5.0	0.604	1.695	5.0
PHB2	5.0	1.648	5.0	5.0	5.0	1.735
ARG28	4.82	1.517	4.149	0.921	1.554	1.396
SESN3	5.0	1.222	1.28	3.498	2.955	1.302
MUC12	4.664	2.206	5.0	0.701	1.214	4.273
DAAF6	5.0	0.628	1.61	0.0	2.272	5.0
T2R14	1.239	1.133	4.698	0.0	0.526	1.008
ORC4	5.0	1.205	1.238	2.647	5.0	0.659
SMAD5	5.0	2.982	2.516	2.544	5.0	1.719
CEPT1	4.205	1.066	3.463	1.543	3.456	3.58
TMTC1	4.276	1.645	3.055	1.15	2.625	3.789
PCY2	4.74	1.105	1.342	1.765	2.522	4.222
RBM19	5.0	0.0	0.0	0.0	5.0	0.0
CDCA3	3.923	1.377	4.187	1.982	2.008	0.0
HDGL1	4.082	0.985	0.703	0.0	4.044	0.0
PIANP	1.342	1.026	4.567	0.0	0.994	0.93
HMN10	3.0	3.0	0.0	0.71	0.0	0.0
IQCC	2.661	0.0	0.0	0.469	1.156	1.956
ERFE	3.189	4.586	1.411	2.362	1.289	1.153
ECT2L	2.784	0.0	0.552	1.219	1.166	0.0
NKRF	5.0	2.078	2.322	2.371	5.0	2.86
CAND1	5.0	4.197	1.318	1.228	5.0	4.221
TOP3A	5.0	1.326	1.199	4.073	5.0	0.823
ZH11B	3.217	0.0	3.131	0.0	0.0	3.0
NPT2C	3.935	1.428	4.738	0.917	1.087	3.433
KCP3	1.155	0.938	2.368	0.0	0.0	0.188
IL22	2.387	5.0	2.559	1.731	2.309	1.727
MIXL1	4.771	2.124	1.701	0.904	4.75	2.253
PTK6	5.0	1.827	5.0	1.668	5.0	1.04
A0A0A0MTJ9	4.702	2.243	3.745	1.6	1.154	4.237
ASIC5	0.863	1.067	4.201	0.598	0.0	0.0
STML1	4.25	1.15	3.808	1.175	1.63	3.503
TTLL9	4.244	0.0	3.651	0.562	2.422	0.58
BEX2	4.109	1.236	1.185	1.338	4.079	0.744
DPOG2	5.0	0.888	1.125	5.0	2.394	0.0
ZN668	4.587	0.0	0.0	0.546	4.572	0.0
DAG1	5.0	5.0	5.0	1.517	5.0	4.579
F5H7C1	1.049	5.0	0.758	0.564	0.68	0.648
ACV1B	4.634	3.4	4.771	1.515	2.283	1.576
ADAP1	5.0	0.883	5.0	0.848	5.0	1.385
MFSD5	1.058	0.0	4.05	0.0	0.643	0.505
HTSF1	4.834	0.574	0.836	0.549	4.837	0.727
PLXB3	2.136	2.108	4.738	0.787	1.572	1.339
GPN3	3.679	0.516	2.009	0.797	2.643	0.484
LMO3	5.0	1.423	1.371	0.655	1.548	0.921
TET2	4.754	2.1	2.614	2.342	4.744	1.853
BEAN1	2.291	1.078	1.301	0.938	1.948	0.0
MYPC3	4.754	1.428	1.504	1.893	2.47	1.8
RGS13	3.974	2.224	4.29	0.853	3.037	0.503
SET1B	5.0	1.048	0.709	0.624	5.0	0.597
APCL	4.649	4.174	5.0	0.55	3.074	4.151
DAPK3	4.604	1.28	1.41	1.204	4.555	1.29
GPR17	2.869	1.799	5.0	1.042	1.723	2.436
RASF3	4.598	0.562	4.404	0.749	2.0	0.0
ZCHC7	4.822	1.876	1.205	0.83	4.822	2.131
F180B	0.53	3.394	1.219	0.281	0.0	0.375
STH	5.0	1.011	1.825	0.807	5.0	0.795
RSPRY	3.406	3.75	1.929	0.0	0.516	0.188
F5H5R8	5.0	1.054	1.121	1.313	2.164	0.638
C2CD5	5.0	0.728	5.0	1.554	0.984	5.0
TM258	5.0	1.112	2.951	0.281	0.952	5.0
LPAR2	3.727	2.039	5.0	1.194	1.762	1.261
FACR2	5.0	0.998	1.183	1.522	2.341	1.921
F222A	3.107	0.563	1.459	2.684	2.759	0.569
F263	4.769	2.086	1.997	2.879	4.743	1.603
HMN3	3.0	3.0	0.0	0.543	0.635	0.0
TET5D	1.974	0.666	0.213	0.51	1.837	0.0
A0A1X7SC74	3.97	0.0	3.361	0.375	2.21	0.792
I23O2	4.371	1.884	1.664	1.349	1.629	1.156
BCAT1	5.0	1.643	1.499	3.897	2.664	1.203
ACTN2	5.0	4.366	5.0	2.132	3.475	4.31
KIME	5.0	2.517	1.948	2.418	2.05	1.971
F214A	3.163	0.75	0.873	0.0	2.848	0.0
PLCB3	4.791	1.316	2.919	0.985	4.497	2.121
AUNIP	5.0	0.962	0.0	1.375	5.0	0.0
TB10C	4.58	0.792	5.0	0.0	1.734	4.263
ZNRF3	2.387	1.697	5.0	1.104	2.256	1.603
SP7	4.821	2.824	2.328	1.842	4.813	1.981
F5H186	5.0	0.0	5.0	0.66	3.246	0.798
E9PC62	5.0	1.383	4.0	1.397	5.0	2.396
ZN580	5.0	1.021	0.0	0.0	5.0	1.078
CPEB2	5.0	0.991	3.565	0.702	5.0	0.953
SDS3	5.0	0.816	0.886	0.833	5.0	0.0
NU153	5.0	1.555	5.0	1.249	5.0	1.568
EST4A	3.364	3.476	0.628	1.895	1.068	2.414
O52E8	0.566	0.0	5.0	0.0	0.0	0.0
NPIB3	4.125	0.0	0.706	0.0	4.0	0.614
OR7G1	0.883	0.0	5.0	0.0	0.0	0.0
RPA2	4.676	0.885	0.863	0.676	4.675	0.677
SO1C1	2.058	1.625	4.765	1.396	1.839	1.26
ARMC6	4.624	0.0	0.641	0.0	0.788	0.0
GALT6	4.775	1.901	1.792	1.015	2.413	4.79
A0A0A0MTM3	5.0	1.907	1.641	1.592	5.0	1.212
SYT7	4.774	4.602	4.531	1.562	1.5	4.544
RAI2	2.514	0.546	0.504	0.0	2.304	0.0
PGFRL	2.777	3.914	2.821	0.961	2.55	1.451
TP8L1	4.465	1.377	0.989	1.443	1.161	0.717
TMG1	1.485	2.408	4.334	0.938	1.252	0.0
ZN701	4.497	0.0	0.535	0.0	4.437	0.0
OTUB1	4.743	4.302	1.579	2.561	4.688	4.305
AAAT	5.0	4.431	5.0	2.299	2.214	5.0
FRPD1	3.773	0.0	4.181	0.0	1.969	0.925
ZN268	5.0	0.0	0.0	0.0	5.0	0.0
SCO2	5.0	1.437	1.586	5.0	2.844	1.277
SEBOX	3.595	2.25	0.774	0.0	3.407	0.0
KRT86	4.783	4.208	1.21	1.781	1.553	1.049
ARMX6	4.142	0.562	3.0	3.645	1.874	0.685
TM14C	3.695	1.757	1.357	3.752	1.304	0.593
MYCB2	5.0	1.441	3.642	0.999	5.0	1.224
GLBL2	4.417	3.311	0.584	0.0	2.084	1.44
AT1A3	5.0	4.28	5.0	1.658	1.487	5.0
T2R30	1.064	0.0	4.158	0.0	0.0	0.0
F5H527	5.0	4.234	1.365	1.409	2.474	1.082
ZN835	4.282	0.0	0.0	0.0	4.2	0.0
T23O	4.763	2.075	2.828	2.149	2.847	1.416
FKBP5	4.833	4.393	1.894	1.846	4.831	4.301
Z324A	4.248	0.0	0.0	0.0	4.162	0.0
USO1	4.754	1.095	1.672	0.91	4.621	4.729
A0A0A0MTN0	5.0	1.657	1.642	1.842	4.736	1.539
NUTM1	4.383	1.409	1.083	1.256	4.383	0.758
PA1B3	5.0	2.254	1.079	1.018	1.601	0.887
KCNK4	2.324	1.731	4.686	0.896	1.3	1.848
F6SFB5	5.0	2.028	5.0	1.514	2.127	5.0
INT11	5.0	4.2	0.859	1.145	5.0	2.559
APOA5	5.0	5.0	2.066	1.561	1.733	4.316
FRY	3.772	0.0	4.125	0.0	0.693	0.0
IF2GL	3.731	0.0	0.0	0.0	1.406	0.0
3BHS2	5.0	4.319	2.334	5.0	4.386	4.419
NALP2	4.834	1.526	1.756	1.377	3.303	4.129
TF2H3	5.0	0.598	0.733	0.891	5.0	0.0
LDHA	5.0	4.51	2.487	3.037	4.64	4.581
PRR19	2.667	0.0	0.0	0.0	2.658	0.0
AT1A1	4.516	4.352	5.0	1.786	2.284	4.319
SC5A8	4.386	4.342	4.375	1.563	2.0	4.244
DND1	5.0	1.084	0.868	4.182	5.0	1.132
F5H369	4.583	1.35	3.749	1.394	2.024	1.533
O10G2	0.0	0.0	5.0	0.0	0.0	0.0
RABE1	5.0	1.333	1.859	1.025	2.906	5.0
F90A1	3.159	0.0	0.617	0.0	2.859	0.63
PHKG1	4.667	0.99	1.078	1.387	2.091	0.911
CC033	3.207	5.0	0.0	0.0	2.011	0.0
CNOT4	4.535	1.422	1.167	1.216	4.302	1.419
EGR4	4.75	1.463	1.64	1.064	4.747	1.054
PRAME	4.574	1.612	4.419	1.906	4.572	1.359
GASP1	4.504	0.894	1.418	0.0	2.801	1.445
ANR65	0.574	0.612	0.0	0.0	0.0	0.0
PCGF5	5.0	0.815	0.701	0.0	5.0	4.0
RN170	3.728	0.0	2.628	0.576	1.423	3.715
DEN11	3.458	0.0	1.114	0.0	0.0	1.246
LT4R2	4.352	1.687	5.0	1.025	4.338	1.188
F216B	2.531	0.0	0.0	2.531	0.493	0.0
TIM50	5.0	1.077	2.392	5.0	5.0	1.637
S39AB	4.354	1.205	4.636	0.994	4.226	4.359
H2B2F	5.0	4.141	0.0	0.0	5.0	4.106
BCL7A	3.312	0.721	1.434	1.554	3.308	0.0
EVI5L	3.163	0.0	1.059	0.0	2.767	0.0
MMAB	4.78	1.365	1.22	4.776	1.163	0.0
GTR14	4.539	2.321	5.0	2.551	4.432	1.934
ZN623	4.153	0.0	0.0	0.0	4.153	0.0
VIME	5.0	4.51	4.474	3.169	4.34	4.392
BEX5	3.785	0.75	0.0	0.0	2.152	0.0
SHD	3.929	0.657	1.033	0.987	2.106	1.021
GCP2	5.0	1.003	2.04	0.781	4.683	0.791
RMXL1	4.334	0.0	0.0	0.0	4.338	0.0
CMIP	4.539	1.197	1.308	0.984	4.503	0.906
CL056	2.594	0.0	0.0	1.665	0.0	0.0
A0A0M3HER1	5.0	2.109	5.0	1.199	3.468	1.154
RRP12	4.701	0.65	4.183	1.96	4.657	0.375
HES7	4.456	1.338	1.578	0.528	4.455	0.758
RAN	5.0	4.326	5.0	2.462	5.0	5.0
F6RGN5	5.0	1.021	1.238	5.0	4.24	1.178
SODM	5.0	4.499	2.461	5.0	2.79	4.397
LS14A	5.0	0.998	1.158	0.967	1.663	1.298
LRTM2	0.75	0.816	1.668	0.75	0.469	0.375
PCSK5	5.0	5.0	2.291	1.982	2.324	4.588
ZN362	4.376	1.055	1.631	0.608	4.361	0.763
GSAML	2.118	1.09	0.0	0.0	1.688	0.0
FICD	5.0	1.512	1.171	1.223	1.046	5.0
GTSF1	3.655	2.192	0.793	0.701	2.906	0.0
COX14	5.0	1.416	1.142	5.0	1.89	0.51
HXC11	5.0	1.196	0.784	0.966	5.0	0.669
PED1B	2.326	0.0	0.0	0.469	0.984	1.141
F8W031	1.817	2.719	0.0	0.0	0.0	1.816
BPNT1	4.644	0.785	0.609	3.004	2.909	0.71
DJC22	3.6	0.281	2.802	0.141	0.85	1.532
GATC	5.0	0.0	0.0	5.0	0.0	0.717
BAZ2A	4.834	0.917	1.17	0.742	4.835	0.567
A0A0B4J2F6	4.0	0.0	0.0	0.0	4.0	0.0
NPIB9	4.276	1.406	0.188	0.0	4.276	0.562
PRS58	3.723	3.605	1.2	1.134	1.416	3.465
DP13B	5.0	4.0	5.0	0.0	5.0	5.0
MYL6	4.77	4.425	1.963	1.75	2.46	4.281
H0YHG0	0.563	0.0	0.0	0.0	0.0	0.843
RL18	5.0	1.098	4.18	1.421	4.655	4.209
CNTN1	4.657	4.398	5.0	1.209	1.658	4.58
RAB5C	5.0	4.299	3.706	1.971	2.219	4.635
NOPC1	2.936	0.0	1.486	0.0	2.936	0.0
NCLX	5.0	1.298	4.666	5.0	1.024	1.94
B4DL54	1.219	0.565	0.968	0.711	1.102	0.608
NR1H4	4.857	2.612	2.499	2.481	4.859	2.188
VDR	5.0	2.593	2.37	2.126	5.0	1.896
FRS2	5.0	2.111	5.0	1.422	3.132	2.41
RAB3I	5.0	1.142	4.467	0.955	5.0	3.871
MGA	5.0	4.466	5.0	2.056	2.05	4.376
MGAL	1.445	0.797	1.346	0.677	0.0	0.614
LIN7A	4.542	4.291	4.39	0.91	2.375	4.321
BL1S1	5.0	4.173	2.641	5.0	2.713	1.779
NPB12	4.0	0.0	0.0	0.0	4.0	0.0
F8W036	5.0	4.176	2.633	5.0	1.323	1.73
MTEF2	5.0	0.0	0.0	5.0	1.634	0.0
INAM1	0.693	0.0	0.0	0.0	0.0	0.0
CD63	5.0	5.0	5.0	2.109	4.476	5.0
TM116	2.36	0.0	3.032	0.748	1.895	0.778
F8VUJ3	1.373	0.815	0.9	0.0	0.0	1.623
ZBED6	5.0	0.69	0.0	0.537	5.0	0.0
ZN878	3.0	0.0	0.0	0.0	3.0	0.0
PFD5	5.0	0.613	0.844	0.65	5.0	0.811
CE290	5.0	4.291	4.563	1.721	4.611	4.374
NACAM	4.616	4.0	0.757	0.9	4.591	4.0
DAZP2	5.0	2.29	1.477	0.607	5.0	0.785
NUP37	5.0	0.706	5.0	0.0	5.0	1.146
PH4H	4.8	1.635	2.383	1.839	2.07	1.396
POTEM	0.989	0.0	0.589	0.563	0.916	0.0
F8VU11	4.58	0.549	2.161	0.715	4.578	1.013
TPC1	5.0	1.783	3.7	1.675	1.97	5.0
APAF	5.0	4.492	2.994	3.487	4.393	4.467
TBC15	4.725	2.513	1.667	2.761	2.073	1.975
